Product,Date,Transaction Type,Num,Customer,Memo/Description,Qty,Sales Price,Amount,Balance
   CANN Lemon Lavender 6pk,11/16/2021,Invoice,1489,CANN - The Dispensary Reno,"PR# 728
METRC# 0480",50,8.00  ,400.00  ,"43,136.02  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/16/2021,Invoice,1484,CANN - Mynt Downtown,"PR# 610
METRC# 0456",10,9.00  ,90.00  ,"12,776.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/16/2021,Invoice,1489,CANN - The Dispensary Reno,"PR# 610
METRC# 0481",2,9.00  ,18.00  ,"12,794.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/16/2021,Invoice,1485,CANN - Mynt Lemmon Valley,"PR# 610
METRC# 4062",2,9.00  ,18.00  ,"12,812.00  "
   CANN Blood Orange Cardamom 6pk,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 730
METRC# 3516",40,8.00  ,320.00  ,"43,058.02  "
   CANN Blood Orange Cardamom 6pk,11/17/2021,Invoice,1496,CANN - Cookies on Flamingo,"PR# 730
METRC# 3520",32,8.00  ,256.00  ,"43,314.02  "
   CANN Cranberry Sage 6pk,11/17/2021,Invoice,1492,CANN - Jardin,"PR# 1004
METRC# 3521",30,8.00  ,240.00  ,"1,888.00  "
   CANN Cranberry Sage 6pk,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 1004
METRC# 3526",15,8.00  ,120.00  ,"2,008.00  "
   CANN Cranberry Sage 6pk,11/17/2021,Invoice,1496,CANN - Cookies on Flamingo,"PR# 1004
METRC# 3533",32,8.00  ,256.00  ,"2,264.00  "
   CANN Cranberry Sage 6pk PROMO,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 1004
METRC# 3528",6,0.01  ,0.06  ,0.46  
   CANN Cranberry Sage 6pk PROMO,11/17/2021,Invoice,1496,CANN - Cookies on Flamingo,"PR# 1004
METRC# 3535",10,0.01  ,0.10  ,0.56  
   CANN Cranberry Sage 6pk PROMO,11/17/2021,Invoice,1494,CANN - The Source Sahara,"PR# 1004
METRC# 3525",6,0.01  ,0.06  ,0.62  
   CANN Cranberry Sage 6pk PROMO,11/17/2021,Invoice,1493,CANN - The Source Henderson,"PR# 1004
METRC# 3515",6,0.01  ,0.06  ,0.68  
   CANN Cranberry Sage Seasonal 4pk,11/17/2021,Invoice,1493,CANN - The Source Henderson,"PR# 1008
METRC# 3514",6,9.00  ,54.00  ,"1,044.00  "
   CANN Cranberry Sage Seasonal 4pk,11/17/2021,Invoice,1496,CANN - Cookies on Flamingo,"PR# 1008
METRC# 3534",20,9.00  ,180.00  ,"1,224.00  "
   CANN Cranberry Sage Seasonal 4pk,11/17/2021,Invoice,1494,CANN - The Source Sahara,"PR# 1008
METRC# 3524",6,9.00  ,54.00  ,"1,278.00  "
   CANN Cranberry Sage Seasonal 4pk,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 1008
METRC# 3527",15,7.00  ,105.00  ,"1,383.00  "
   CANN Cranberry Sage Seasonal 4pk PROMO,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 1008
METRC# 3529",6,0.01  ,0.06  ,0.06  
   CANN Grapefruit Rosemary 6pk,11/17/2021,Invoice,1496,CANN - Cookies on Flamingo,"PR# 811
METRC# 3531",24,8.00  ,192.00  ,"28,009.00  "
   CANN Grapefruit Rosemary 6pk,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 811
METRC# 3517",20,8.00  ,160.00  ,"28,169.00  "
   CANN Grapefruit Rosemary 6pk,11/17/2021,Invoice,1494,CANN - The Source Sahara,"PR# 811
METRC# 3522",8,8.00  ,64.00  ,"28,233.00  "
   CANN Grapefruit Rosemary 6pk,11/17/2021,Invoice,1493,CANN - The Source Henderson,"PR# 811
METRC# 3512",8,8.00  ,64.00  ,"28,297.00  "
   CANN Lemon Lavender 6pk,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 728
METRC# 3518",40,8.00  ,320.00  ,"43,456.02  "
   CANN Lemon Lavender 6pk,11/17/2021,Invoice,1493,CANN - The Source Henderson,"PR# 728
METRC# 3513",8,8.00  ,64.00  ,"43,520.02  "
   CANN Lemon Lavender 6pk,11/17/2021,Invoice,1496,CANN - Cookies on Flamingo,"PR# 728
METRC# 3532",48,8.00  ,384.00  ,"43,904.02  "
   CANN Lemon Lavender 6pk,11/17/2021,Invoice,1494,CANN - The Source Sahara,"PR# 728
METRC# 3523",16,8.00  ,128.00  ,"44,032.02  "
   CANN Pineapple Jalapeno 6pk,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 812
METRC# 3520",10,8.00  ,80.00  ,"13,760.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/17/2021,Invoice,1491,CANN - The Apothecarium,"PR# 610
METRC# 3519",20,7.00  ,140.00  ,"12,952.00  "
   CANN Blood Orange Cardamom 6pk,11/19/2021,Invoice,1495,CANN - Shango,"PR# 730
METRC# 3501",40,8.00  ,320.00  ,"43,634.02  "
   CANN Blood Orange Cardamom 6pk PROMO,11/19/2021,Invoice,1495,CANN - Shango,"PR# 730
METRC# 3505",10,0.01  ,0.10  ,977.82  
   CANN Blood Orange Cardamom Single PROMO,11/19/2021,Invoice,1495,CANN - Shango,"PR# 821
METRC3 3509",70,0.01  ,0.70  ,15.33  
   CANN Cranberry Sage 6pk,11/19/2021,Invoice,1495,CANN - Shango,"PR# 1004
PR# 3504",40,8.00  ,320.00  ,"2,584.00  "
   CANN Cranberry Sage 6pk PROMO,11/19/2021,Invoice,1495,CANN - Shango,"PR# 1004
METRC# 3508",10,0.01  ,0.10  ,0.78  
   CANN Grapefruit Rosemary 6pk,11/19/2021,Invoice,1495,CANN - Shango,"PR# 811
METRC# 3502",40,8.00  ,320.00  ,"28,617.00  "
   CANN Grapefruit Rosemary 6pk PROMO,11/19/2021,Invoice,1495,CANN - Shango,"PR# 811
METRC# 3506",10,0.01  ,0.10  ,977.52  
   CANN Grapefruit Rosemary Single PROMO,11/19/2021,Invoice,1495,CANN - Shango,"PR# 921
METRC# 3510",65,0.01  ,0.65  ,15.69  
   CANN Lemon Lavender 6pk,11/19/2021,Invoice,1495,CANN - Shango,"PR# 728
METRC# 3503",40,8.00  ,320.00  ,"44,352.02  "
   CANN Lemon Lavender 6pk PROMO,11/19/2021,Invoice,1495,CANN - Shango,"PR# 728
METRC# 3507",10,0.01  ,0.10  ,977.47  
   CANN Lemon Lavender Single PROMO,11/19/2021,Invoice,1495,CANN - Shango,"PR# 512
METRC# 3511",65,0.01  ,0.65  ,14.59  
,11/19/2021,Credit Memo,1503,CANN - The Apothecarium,oct 8,-1,56.70  ,-56.70  ,"-1,840.30  "
,11/19/2021,Credit Memo,1503,CANN - The Apothecarium,oct 17,-1,59.40  ,-59.40  ,"-1,899.70  "
   CANN Blood Orange Cardamom 6pk,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 827
METRC# 3551",33,8.00  ,264.00  ,"43,898.02  "
   CANN Blood Orange Cardamom 6pk,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 827
METRC# 3558",50,8.00  ,400.00  ,"44,298.02  "
   CANN Blood Orange Cardamom 6pk,11/22/2021,Invoice,1501,CANN - Rise Carson City,"PR# 827
METRC# 3566",20,8.00  ,160.00  ,"44,458.02  "
   CANN Blood Orange Cardamom 6pk,11/22/2021,Invoice,1498,CANN - Essence Henderson,"PR# 827
METRC# 3543",130,8.00  ,"1,040.00  ","45,498.02  "
   CANN Blood Orange Cardamom 6pk,11/22/2021,Invoice,1502,CANN - Rise Spanish Springs,"PR# 827
METRC# 3573",45,8.00  ,360.00  ,"45,858.02  "
   CANN Blood Orange Cardamom 6pk,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 730
METRC# 3550",37,8.00  ,296.00  ,"46,154.02  "
   CANN Cranberry Sage 6pk,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 1004
METRC# 3563",15,8.00  ,120.00  ,"2,704.00  "
   CANN Cranberry Sage 6pk,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 1004
METRC# 3555",15,8.00  ,120.00  ,"2,824.00  "
   CANN Cranberry Sage 6pk,11/22/2021,Invoice,1502,CANN - Rise Spanish Springs,"PR# 1004
METRC# 3577",15,8.00  ,120.00  ,"2,944.00  "
   CANN Cranberry Sage 6pk,11/22/2021,Invoice,1498,CANN - Essence Henderson,"PR# 1004
METRC# 3547",15,8.00  ,120.00  ,"3,064.00  "
   CANN Cranberry Sage 6pk PROMO,11/22/2021,Invoice,1498,CANN - Essence Henderson,"PR# 1004
METRC# 3549",10,0.01  ,0.10  ,0.88  
   CANN Cranberry Sage 6pk PROMO,11/22/2021,Invoice,1502,CANN - Rise Spanish Springs,"PR# 1004
METRC# 3579",10,0.01  ,0.10  ,0.98  
   CANN Cranberry Sage 6pk PROMO,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 1004
METRC# 3557",10,0.01  ,0.10  ,1.08  
   CANN Cranberry Sage 6pk PROMO,11/22/2021,Invoice,1501,CANN - Rise Carson City,"PR# 1004
METRC# 3572",10,0.01  ,0.10  ,1.18  
   CANN Cranberry Sage 6pk PROMO,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 1004
METRC# 3565",10,0.01  ,0.10  ,1.28  
   CANN Cranberry Sage Seasonal 4pk,11/22/2021,Invoice,1498,CANN - Essence Henderson,"PR# 1008
METRC 3548",15,9.00  ,135.00  ,"1,518.00  "
   CANN Cranberry Sage Seasonal 4pk,11/22/2021,Invoice,1502,CANN - Rise Spanish Springs,"PR# 1008
METRC# 3578",15,9.00  ,135.00  ,"1,653.00  "
   CANN Cranberry Sage Seasonal 4pk,11/22/2021,Invoice,1501,CANN - Rise Carson City,"PR# 1004
METRC# 3570",15,9.00  ,135.00  ,"1,788.00  "
   CANN Cranberry Sage Seasonal 4pk,11/22/2021,Invoice,1501,CANN - Rise Carson City,"PR# 1008
METRC# 3571",15,9.00  ,135.00  ,"1,923.00  "
   CANN Cranberry Sage Seasonal 4pk,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 1008
METRC# 3556",15,9.00  ,135.00  ,"2,058.00  "
   CANN Cranberry Sage Seasonal 4pk,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 1008
METRC# 3564",15,9.00  ,135.00  ,"2,193.00  "
   CANN Grapefruit Rosemary 6pk,11/22/2021,Invoice,1501,CANN - Rise Carson City,"PR# 811
METRC# 3567",30,8.00  ,240.00  ,"28,857.00  "
   CANN Grapefruit Rosemary 6pk,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 811
METRC# 3559",30,8.00  ,240.00  ,"29,097.00  "
   CANN Grapefruit Rosemary 6pk,11/22/2021,Invoice,1498,CANN - Essence Henderson,"PR# 811
METRC# 3544",80,8.00  ,640.00  ,"29,737.00  "
   CANN Grapefruit Rosemary 6pk,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 811
METRC# 3552",40,8.00  ,320.00  ,"30,057.00  "
   CANN Grapefruit Rosemary 6pk,11/22/2021,Invoice,1502,CANN - Rise Spanish Springs,"PR# 811
METRC# 3574",40,8.00  ,320.00  ,"30,377.00  "
   CANN Lemon Lavender 6pk,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 728
METRC# 3553",80,8.00  ,640.00  ,"44,992.02  "
   CANN Lemon Lavender 6pk,11/22/2021,Invoice,1498,CANN - Essence Henderson,"PR# 728
METRC# 3545",130,8.00  ,"1,040.00  ","46,032.02  "
   CANN Lemon Lavender 6pk,11/22/2021,Invoice,1501,CANN - Rise Carson City,"PR# 825
METRC# 3568",145,8.00  ,"1,160.00  ","47,192.02  "
   CANN Lemon Lavender 6pk,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 728
METRC# 3560",36,8.00  ,288.00  ,"47,480.02  "
   CANN Lemon Lavender 6pk,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 825
METRC# 3561",29,8.00  ,232.00  ,"47,712.02  "
   CANN Lemon Lavender 6pk,11/22/2021,Invoice,1502,CANN - Rise Spanish Springs,"PR# 825
METRC# 3575",65,8.00  ,520.00  ,"48,232.02  "
   CANN Pineapple Jalapeno 6pk,11/22/2021,Invoice,1499,CANN - Essence Rainbow,"PR# 812
METRC# 3554",10,8.00  ,80.00  ,"13,840.00  "
   CANN Pineapple Jalapeno 6pk,11/22/2021,Invoice,1500,CANN - Essence Tropicana,"PR# 812
METRC# 3562",30,8.00  ,240.00  ,"14,080.00  "
   CANN Pineapple Jalapeno 6pk,11/22/2021,Invoice,1501,CANN - Rise Carson City,"PR# 812
METRC# 3569",45,8.00  ,360.00  ,"14,440.00  "
   CANN Pineapple Jalapeno 6pk,11/22/2021,Invoice,1498,CANN - Essence Henderson,"PR# 812
METRC# 3546",45,8.00  ,360.00  ,"14,800.00  "
   CANN Pineapple Jalapeno 6pk,11/22/2021,Invoice,1502,CANN - Rise Spanish Springs,"PR# 812
METRC# 3576",30,8.00  ,240.00  ,"15,040.00  "
   CANN Blood Orange Cardamom 6pk,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 827
METRC# 3620",8,8.00  ,64.00  ,"46,218.02  "
   CANN Blood Orange Cardamom 6pk,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 827
METRC# 3592",12,8.00  ,96.00  ,"46,314.02  "
   CANN Blood Orange Cardamom 6pk,11/23/2021,Invoice,1507,CANN - The Source NLV,"PR# 827
METRC# 3589",8,8.00  ,64.00  ,"46,378.02  "
   CANN Blood Orange Cardamom Single PROMO,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 821
METRC# 3624",20,0.01  ,0.20  ,15.53  
   CANN Blood Orange Cardamom Single PROMO,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 821
METRC# 3615",20,0.01  ,0.20  ,15.73  
   CANN Cranberry Sage 6pk,11/23/2021,Invoice,1507,CANN - The Source NLV,"PR# 1004
METRC#  3591",6,8.00  ,48.00  ,"3,112.00  "
   CANN Cranberry Sage 6pk,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 1004
METRC# 3597",12,8.00  ,96.00  ,"3,208.00  "
   CANN Cranberry Sage 6pk,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 1004
METRC# 3623",8,8.00  ,64.00  ,"3,272.00  "
   CANN Cranberry Sage 6pk BT PROMO,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 1004
METRC# 3599",4,0.01  ,0.04  ,0.04  
   CANN Cranberry Sage 6pk BT PROMO,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 1004
METRC# 3627",4,0.01  ,0.04  ,0.08  
   CANN Cranberry Sage 6pk PROMO,11/23/2021,Invoice,1506,CANN - The Source Reno,"PR# 1004
METRC# 3588",6,0.01  ,0.06  ,1.34  
   CANN Cranberry Sage Seasonal 4pk,11/23/2021,Invoice,1506,CANN - The Source Reno,"PR# 1008
METRC# 3587",12,9.00  ,108.00  ,"2,301.00  "
   CANN Cranberry Sage Seasonal 4pk,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 1008
METRC# 3598",12,9.00  ,108.00  ,"2,409.00  "
   CANN Cranberry Sage Seasonal 4pk,11/23/2021,Invoice,1505,CANN - The Source Sahara,"PR# 1008
METRC# 3584",6,9.00  ,54.00  ,"2,463.00  "
   CANN Cranberry Sage Seasonal 4pk,11/23/2021,Invoice,1504,CANN - The Source Henderson,"PR# 1008
METRC# 3618",6,9.00  ,54.00  ,"2,517.00  "
   CANN Cranberry Sage Seasonal 4pk,11/23/2021,Invoice,1507,CANN - The Source NLV,"PR# 1008
METRC# 3590",6,9.00  ,54.00  ,"2,571.00  "
   CANN Cranberry Sage Seasonal 4pk BT PROMO,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 1008
METRC# 3600",6,0.01  ,0.06  ,0.06  
   CANN Grapefruit Rosemary 6pk,11/23/2021,Invoice,1506,CANN - The Source Reno,"PR# 811
METRC# 3585",8,8.00  ,64.00  ,"30,441.00  "
   CANN Grapefruit Rosemary 6pk,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 811
METRC# 3593",6,8.00  ,48.00  ,"30,489.00  "
   CANN Grapefruit Rosemary 6pk,11/23/2021,Invoice,1505,CANN - The Source Sahara,"PR# 811
METRC# 3583",8,8.00  ,64.00  ,"30,553.00  "
   CANN Grapefruit Rosemary 6pk,11/23/2021,Invoice,1504,CANN - The Source Henderson,"PR# 811
METRC# 3580",8,8.00  ,64.00  ,"30,617.00  "
   CANN Grapefruit Rosemary 6pk,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 811
METRC# 3621",4,8.00  ,32.00  ,"30,649.00  "
   CANN Grapefruit Rosemary Single PROMO,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 921
METRC# 3616",15,0.01  ,0.15  ,15.84  
   CANN Grapefruit Rosemary Single PROMO,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 921
METRC# 3625",10,0.01  ,0.10  ,15.94  
   CANN Lemon Lavender 6pk,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 825
METRC# 3622",8,8.00  ,64.00  ,"48,296.02  "
   CANN Lemon Lavender 6pk,11/23/2021,Invoice,1504,CANN - The Source Henderson,"PR# 825
METRC# 3581",8,8.00  ,64.00  ,"48,360.02  "
   CANN Lemon Lavender 6pk,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 825
METRC# 3594",12,8.00  ,96.00  ,"48,456.02  "
   CANN Lemon Lavender 6pk,11/23/2021,Invoice,1506,CANN - The Source Reno,"PR# 825
METRC# 3586",6,8.00  ,48.00  ,"48,504.02  "
   CANN Lemon Lavender Single PROMO,11/23/2021,Invoice,1510,CANN - Inyo,"PR# 512
METRC# 3626",20,0.01  ,0.20  ,14.79  
   CANN Lemon Lavender Single PROMO,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 512
METRC# 3617",20,0.01  ,0.20  ,14.99  
   CANN Pineapple Jalapeno 6pk,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 812
METRC# 3595",12,8.00  ,96.00  ,"15,136.00  "
   CANN Pineapple Jalapeno Seasonal 4pk,11/23/2021,Invoice,1508,CANN - Euphoria Wellness,"PR# 610
METRC# 3596",12,9.00  ,108.00  ,"13,060.00  "
   CANN Blood Orange Cardamom 6pk,11/24/2021,Invoice,1509,CANN - Planet 13,"PR# 827
METRC# 3628",75,8.00  ,600.00  ,"46,978.02  "
   CANN Cranberry Sage 6pk,11/24/2021,Invoice,1509,CANN - Planet 13,"PR# 1004
METRC# 3629",100,8.00  ,800.00  ,"4,072.00  "
   CANN Cranberry Sage 6pk BT PROMO,11/24/2021,Invoice,1509,CANN - Planet 13,"PR# 1004
METRC#3631",100,0.01  ,1.00  ,1.08  
   CANN Cranberry Sage Seasonal 4pk,11/24/2021,Invoice,1509,CANN - Planet 13,"PR# 1008
METRC# 3630",100,9.00  ,900.00  ,"3,471.00  "
   CANN Cranberry Sage Seasonal 4pk BT PROMO,11/24/2021,Invoice,1509,CANN - Planet 13,"PR# 1008
METRC#3632",100,0.01  ,1.00  ,1.06  
   CANN Blood Orange Cardamom 6pk PROMO,11/30/2021,Invoice,1515,CANN - Exhale,"PR# 827
METRC# 3650",20,0.01  ,0.20  ,978.02  
   CANN Blood Orange Cardamom 6pk PROMO,11/30/2021,Invoice,1512,CANN - Exhale,"PR# 827
Metrc# 3640",8,0.01  ,0.08  ,978.10  
   CANN Cranberry Sage 6pk PROMO,11/30/2021,Invoice,1515,CANN - Exhale,"PR# 1004
METRC# 3653",20,0.01  ,0.20  ,1.54  
   CANN Cranberry Sage 6pk PROMO,11/30/2021,Invoice,1515,CANN - Exhale,"PR# 1008
METRC# 3655",30,0.01  ,0.30  ,1.84  
   CANN Cranberry Sage 6pk PROMO,11/30/2021,Invoice,1512,CANN - Exhale,"PR# 1004
Metrc# 3644",10,0.01  ,0.10  ,1.94  
   CANN Cranberry Sage Seasonal 4pk PROMO,11/30/2021,Invoice,1512,CANN - Exhale,"PR# 1008
Metrc# 3645",10,0.01  ,0.10  ,0.16  
   CANN Grapefruit Rosemary 6pk PROMO,11/30/2021,Invoice,1512,CANN - Exhale,"Pr#811
Metrc# 3641",8,0.01  ,0.08  ,977.60  
   CANN Grapefruit Rosemary 6pk PROMO,11/30/2021,Invoice,1515,CANN - Exhale,"PR# 811
METRC# 3651",20,0.01  ,0.20  ,977.80  
   CANN Lemon Lavender 6pk PROMO,11/30/2021,Invoice,1512,CANN - Exhale,"PR# 825
Metrc# 3642",8,0.01  ,0.08  ,977.55  
   CANN Lemon Lavender 6pk PROMO,11/30/2021,Invoice,1515,CANN - Exhale,"PR# 825
METRC# 3652",20,0.01  ,0.20  ,977.75  
   CANN Pineapple Jalapeno 6pk PROMO,11/30/2021,Invoice,1512,CANN - Exhale,"PR# 610
Metrc# 3643",10,0.01  ,0.10  ,1.13  
   CANN Pineapple Jalapeno Seasonal 4pk BT PROMO,11/30/2021,Invoice,1515,CANN - Exhale,"PR# 610
METRC# 3654",10,0.01  ,0.10  ,0.22  
   CANN Blood Orange Cardamom 6pk,12/01/2021,Invoice,1513,CANN - Jardin,"PR# 827
METRC# 3646",28,8.00  ,224.00  ,"47,202.02  "
   CANN Blood Orange Cardamom 6pk,12/01/2021,Invoice,1497,CANN - Essence Durango,"PR# 827
METRC# 3536",60,8.00  ,480.00  ,"47,682.02  "
   CANN Cranberry Sage 6pk,12/01/2021,Invoice,1497,CANN - Essence Durango,"PR# 1004
METRC# 3540",15,8.00  ,120.00  ,"4,192.00  "
   CANN Cranberry Sage 6pk,12/01/2021,Invoice,1513,CANN - Jardin,"PR# 1004
MTRC# 3649",28,8.00  ,224.00  ,"4,416.00  "
   CANN Cranberry Sage 6pk PROMO,12/01/2021,Invoice,1497,CANN - Essence Durango,"PR# 1004
METRC# 3542",10,0.01  ,0.10  ,2.04  
   CANN Cranberry Sage Seasonal 4pk,12/01/2021,Invoice,1497,CANN - Essence Durango,"PR# 1008
METRC# 3541",15,9.00  ,135.00  ,"3,606.00  "
   CANN Grapefruit Rosemary 6pk,12/01/2021,Invoice,1513,CANN - Jardin,"PR# 811
METRC# 3647",20,8.00  ,160.00  ,"30,809.00  "
   CANN Grapefruit Rosemary 6pk,12/01/2021,Invoice,1497,CANN - Essence Durango,"PR# 811
METRC# 3537",75,8.00  ,600.00  ,"31,409.00  "
   CANN Lemon Lavender 6pk,12/01/2021,Invoice,1513,CANN - Jardin,"PR# 825
METRC# 3648",16,8.00  ,128.00  ,"48,632.02  "
   CANN Lemon Lavender 6pk,12/01/2021,Invoice,1497,CANN - Essence Durango,"PR# 728
METRC# 3538",95,8.00  ,760.00  ,"49,392.02  "
   CANN Blood Orange Cardamom 6pk,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 827
METRC# 3667",12,8.00  ,96.00  ,"47,778.02  "
   CANN Blood Orange Cardamom 6pk,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 827
METRC# 3678",48,8.00  ,384.00  ,"48,162.02  "
   CANN Blood Orange Cardamom 6pk,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 827
METRC# 3656",144,8.00  ,"1,152.00  ","49,314.02  "
   CANN Blood Orange Cardamom Single PROMO,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 821
METRC# 3662",50,0.01  ,0.50  ,16.23  
   CANN Blood Orange Cardamom Single PROMO,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 821
METRC# 3684",25,0.01  ,0.25  ,16.48  
   CANN Blood Orange Cardamom Single PROMO,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 821
METRC# 3673",25,0.01  ,0.25  ,16.73  
   CANN Cranberry Sage 6pk,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 1004
METRC# 3660",48,8.00  ,384.00  ,"4,800.00  "
   CANN Cranberry Sage 6pk,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 1004
METRC# 3671",24,8.00  ,192.00  ,"4,992.00  "
   CANN Cranberry Sage 6pk,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 1004
METRC# 3682",48,8.00  ,384.00  ,"5,376.00  "
   CANN Cranberry Sage 6pk BT PROMO,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 1004
METRC# 3687",6,0.01  ,0.06  ,1.14  
   CANN Cranberry Sage 6pk BT PROMO,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 1004
METRC# 3665",6,0.01  ,0.06  ,1.20  
   CANN Cranberry Sage 6pk BT PROMO,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 1004
METRC# 3676",6,0.01  ,0.06  ,1.26  
   CANN Cranberry Sage Seasonal 4pk,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 1008
METRC# 3683",36,9.00  ,324.00  ,"3,930.00  "
   CANN Cranberry Sage Seasonal 4pk,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 1008
METRC# 3672",30,9.00  ,270.00  ,"4,200.00  "
   CANN Cranberry Sage Seasonal 4pk,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 1008
METRC# 3661",48,9.00  ,432.00  ,"4,632.00  "
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 1008
METRC# 3666",4,0.01  ,0.04  ,1.10  
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 1008
METRC# 3677",4,0.01  ,0.04  ,1.14  
   CANN Cranberry Sage Seasonal 4pk BT PROMO,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 1008
METRC# 3688",4,0.01  ,0.04  ,1.18  
   CANN Grapefruit Rosemary 6pk,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 811
METRC# 3657",72,8.00  ,576.00  ,"31,985.00  "
   CANN Grapefruit Rosemary 6pk,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 811
METRC# 3668",10,8.00  ,80.00  ,"32,065.00  "
   CANN Grapefruit Rosemary 6pk,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 826
METRC# 3669",2,8.00  ,16.00  ,"32,081.00  "
   CANN Grapefruit Rosemary 6pk,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 826
METRC# 3679",60,8.00  ,480.00  ,"32,561.00  "
   CANN Grapefruit Rosemary Single PROMO,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 921
METRC# 3685",25,0.01  ,0.25  ,16.19  
   CANN Grapefruit Rosemary Single PROMO,12/02/2021,Invoice,1518,CANN - MedMen Spring Valley,"PR# 921
METRC# 3674",25,0.01  ,0.25  ,16.44  
   CANN Grapefruit Rosemary Single PROMO,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 921
METRC# 3663",50,0.01  ,0.50  ,16.94  
   CANN Lemon Lavender 6pk,12/02/2021,Invoice,1517,CANN - MedMen Paradise,"PR# 825
METRC# 3658",24,8.00  ,192.00  ,"49,584.02  "
   CANN Lemon Lavender 6pk,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 825
METRC# 3680",36,8.00  ,288.00  ,"49,872.02  "
   CANN Lemon Lavender 6pk PROMO,12/02/2021,Invoice,1519,CANN - MedMen DTLV,"PR# 512
METRC# 3686",25,0.01  ,0.25  ,978.00  
